0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
0,0,0,0,0,0,0,0,0,0,0,0,1,9,44,46
8,0,0,0,1,22,1,24,25,34,42,42,41,47,48,51
1,1,1,25,21,38,41,44,48,47,50,48,45,45,46,43
39,42,41,46,44,45,46,44,45,44,43,40,40,40,39,39
40,42,44,44,41,41,43,43,40,35,40,39,39,33,36,39
35,39,39,36,28,41,35,34,35,30,35,32,30,22,27,30
38,33,36,30,37,28,30,28,30,22,22,32,29,27,30,32
27,34,21,32,25,28,26,26,22,31,31,29,29,27,21,22
28,21,24,30,23,19,23,27,20,21,11,21,26,1,13,17
