19,28,27,29,29,34,30,34,33,42,40,41,43,38,42,40
32,41,36,39,36,41,40,43,42,40,43,31,39,44,39,39
14,48,44,36,40,43,43,25,42,44,40,43,44,48,45,38
2,21,38,27,38,43,35,43,35,41,37,42,43,41,42,44
25,22,25,26,27,23,18,24,23,24,32,26,31,30,24,32
9,1,0,1,1,1,1,12,7,1,2,9,1,10,2,18
0,1,17,19,20,18,27,22,14,28,24,26,27,21,23,19
17,12,21,25,25,18,24,20,1,23,23,26,25,16,26,20
20,22,9,24,15,1,15,25,4,1,12,20,19,17,13,1
20,17,1,12,16,17,12,4,1,1,15,20,15,13,20,1
1,20,11,0,1,22,8,0,10,20,14,1,14,17,6,0
1,1,1,7,12,12,1,0,1,1,1,0,0,1,5,8
