27,28,27,30,30,28,30,31,26,30,31,32
28,30,26,29,27,28,22,30,29,33,26,24
27,26,27,29,30,27,30,31,28,27,32,30
25,29,25,23,25,23,21,26,25,30,21,22
29,29,25,24,27,25,25,29,26,28,28,26
27,26,28,23,28,30,24,25,27,26,30,29
29,27,22,28,22,30,28,31,26,27,30,27
27,21,26,24,24,25,25,30,24,25,21,27
28,7,23,27,20,22,23,24,23,24,27,20
18,21,20,21,22,19,21,24,15,20,22,24
1,22,25,19,21,24,25,23,16,20,14,20
16,21,24,18,4,7,21,24,22,24,23,23
18,14,21,15,11,6,19,12,19,24,21,24
27,27,27,24,16,24,20,25,20,22,21,24
23,15,8,18,18,19,16,14,13,19,16,28
1,1,1,15,12,0,3,3,0,1,8,11
