0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,11,40,44,25,2,1,0,0,0,0,0
29,29,1,5,31,41,42,43,46,37,1,1,0,0,0,0
27,24,19,34,36,42,39,39,42,39,39,1,0,0,0,0
19,20,31,36,37,34,34,37,37,38,33,25,0,0,0,0
26,27,30,27,30,34,32,32,28,31,31,25,0,0,0,0
11,14,8,10,26,34,25,33,32,23,29,17,1,0,0,0
18,1,19,25,14,25,20,26,19,23,31,22,1,1,0,0
29,29,24,16,28,19,24,30,26,21,25,29,29,12,1,17
27,23,19,26,28,24,24,26,14,21,20,24,12,6,10,20
30,27,16,14,10,11,8,6,20,19,8,19,2,19,13,6
12,17,15,15,15,22,8,1,19,3,0,8,7,19,12,17
7,7,18,17,5,1,1,1,1,1,0,11,6,0,0,1
