18,24,17,22,20,27,24,24,21,28,18,18,31,28,31,33
19,20,20,9,11,20,24,16,20,23,21,27,24,23,24,26
5,16,22,24,22,24,16,6,10,20,20,24,6,19,12,19
20,15,1,6,22,23,5,13,14,19,13,16,21,19,26,24
20,19,6,15,22,17,20,15,13,14,12,9,19,20,21,12
11,18,17,13,7,1,17,21,14,11,17,7,20,13,21,19
11,17,17,4,20,14,6,20,12,16,9,1,19,6,19,18
12,7,15,18,21,16,14,12,11,19,20,1,12,16,19,3
21,14,17,14,18,7,19,11,1,13,18,19,11,15,20,22
2,5,14,17,14,16,18,17,1,0,15,13,11,3,22,14
9,13,1,13,13,21,16,1,0,0,10,9,9,19,11,10
0,0,0,0,1,1,0,0,0,0,14,16,18,19,5,19
