1,19,28,18,22,17,20,10,22,4,19,18,19,24,25,24
7,11,26,15,10,17,7,8,22,23,23,20,23,27,16,16
24,23,13,19,20,26,16,19,9,1,16,19,15,18,19,17
11,15,24,25,18,12,23,16,19,2,17,21,1,1,21,14
18,23,20,16,17,1,16,13,19,22,16,22,20,16,16,14
1,17,22,13,10,14,15,19,1,14,8,5,17,1,8,22
22,12,26,14,19,8,25,18,1,12,11,7,18,1,12,22
26,24,14,5,18,15,17,12,14,15,8,24,14,23,15,15
16,20,18,10,24,19,18,0,2,3,10,24,20,20,12,17
15,16,16,17,7,17,17,1,8,5,8,10,10,10,24,15
1,13,1,7,19,9,14,15,14,13,18,1,1,1,14,22
8,11,0,18,10,10,13,10,12,16,14,15,14,17,9,9
1,9,5,16,14,14,12,1,15,1,14,18,1,9,1,15
0,16,17,15,16,2,10,2,0,9,17,16,19,16,9,10
3,16,10,20,18,1,12,7,0,17,11,1,1,1,1,15
1,9,1,1,18,1,0,0,0,3,1,0,0,7,7,13
