1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,39,36,38,39,42,35,33,35,32,33,35,25,33
41,41,44,42,37,36,37,39,41,39,40,38,41,40
40,37,35,35,37,40,38,41,37,32,34,38,35,36
19,20,33,42,38,40,38,39,36,30,22,21,17,32
36,32,38,36,37,34,31,26,1,18,5,25,34,29
1,9,33,26,29,15,1,1,11,28,35,40,29,25
33,25,28,22,29,19,9,2,14,29,25,11,32,13
36,31,27,35,33,23,30,26,30,26,31,27,21,1
26,32,32,37,38,35,33,34,33,31,25,21,26,32
33,33,36,38,35,36,29,28,24,32,28,38,36,35
38,37,37,30,29,26,32,30,30,30,39,34,34,28
33,32,30,17,32,34,33,33,38,32,30,25,32,28
30,30,34,28,31,29,30,29,34,34,31,35,27,33
