30,35,30,31,28,31,23,24,24,21,23,25,29,17,29,21
28,27,27,31,21,21,27,30,22,1,1,25,31,35,31,20
24,23,30,25,29,31,31,33,25,19,1,20,27,28,24,25
23,22,26,18,25,26,30,31,28,31,22,22,29,31,29,28
24,23,31,15,22,28,28,32,23,29,29,27,16,31,30,25
22,22,24,21,17,28,7,23,26,26,18,28,22,21,23,26
22,27,26,24,25,17,24,31,29,23,24,19,21,22,25,24
19,24,25,18,21,22,28,25,24,15,28,24,24,26,27,27
8,17,26,25,25,23,26,21,25,1,22,21,25,23,24,11
20,2,20,26,24,20,1,16,22,25,15,18,22,26,26,24
27,23,12,25,20,30,28,19,4,1,15,15,20,16,19,25
27,21,1,19,23,24,27,23,20,9,27,20,14,1,1,14
4,1,19,13,10,4,1,14,25,7,12,11,18,17,1,26
22,22,19,14,24,21,23,7,17,15,14,21,15,18,10,17
2,21,22,15,23,1,11,16,17,8,1,16,19,9,25,17
18,15,1,20,13,1,15,12,17,27,1,17,26,18,15,20
