28,30,32,34,35,35,29,28,34,35,35,32
31,29,32,31,32,29,34,31,30,30,29,30
27,32,31,33,32,33,28,34,35,23,34,35
29,32,25,31,33,30,27,34,27,33,32,29
29,29,34,30,33,27,33,29,31,29,30,31
27,28,22,27,28,33,33,30,27,31,28,28
27,28,27,31,28,27,28,25,33,29,30,31
30,21,31,24,19,27,25,28,30,29,29,32
27,26,32,27,28,32,31,22,29,28,26,31
24,24,21,27,25,25,27,28,30,31,27,19
24,24,24,26,19,23,21,25,27,27,25,26
11,21,25,24,24,27,27,28,24,21,29,30
17,14,16,24,24,21,27,26,28,27,30,26
25,24,22,21,23,23,23,25,27,30,24,28
22,24,23,22,25,22,21,25,27,23,22,26
22,22,22,24,18,22,21,21,28,24,23,22
