36,42,42,44,45,44,42,37,37,39,41,40
45,43,41,43,42,44,44,44,45,41,43,41
42,45,41,41,41,37,41,42,40,41,47,39
42,43,47,42,41,41,41,40,44,41,42,39
42,41,43,42,45,43,40,40,44,43,40,40
43,42,42,45,42,44,41,43,43,44,38,35
39,39,42,42,45,42,42,44,37,40,40,37
43,43,44,44,43,42,43,38,37,38,41,31
37,38,41,41,41,38,40,37,33,39,35,34
24,41,41,37,36,31,37,35,35,36,39,32
22,39,38,37,38,39,37,37,35,36,33,33
35,31,38,40,37,38,32,34,30,29,35,34
38,40,37,37,36,36,29,27,33,34,29,36
35,38,35,32,34,30,35,32,36,34,36,34
36,36,35,32,34,35,31,34,28,33,35,34
33,28,33,35,30,24,32,30,35,31,29,33
