14,28,23,25,19,31,20,18,14,21,29,31,24,26,24,31
18,27,29,29,16,30,18,29,23,27,29,28,25,28,25,32
7,3,28,33,33,29,22,30,25,26,32,22,29,31,24,26
12,1,20,28,28,28,19,24,10,18,31,26,34,27,25,29
31,11,21,31,28,28,30,23,30,26,25,28,30,25,24,24
28,28,25,22,33,31,20,24,30,30,27,30,28,27,27,30
24,24,29,21,24,25,29,28,30,26,28,29,23,27,24,26
23,22,14,21,22,22,24,24,25,24,24,19,27,19,28,22
22,27,26,24,26,28,22,28,25,25,20,27,25,26,27,24
1,26,21,23,26,24,17,9,24,26,22,25,18,22,22,23
25,15,20,20,24,22,21,19,22,29,4,25,21,26,23,13
10,15,15,21,22,26,26,21,18,19,13,17,24,12,26,20
6,27,17,13,1,0,20,22,24,7,20,14,24,23,24,19
6,19,12,17,14,1,28,24,22,13,21,13,21,13,9,22
10,16,16,18,16,1,20,19,18,7,19,1,17,22,24,19
3,3,21,12,18,25,18,19,12,26,21,20,14,9,6,22
