41,37,39,39,37,36,38,36,38,34,36,35
39,36,35,38,34,33,32,37,33,35,37,36
36,33,36,37,37,34,31,39,34,33,36,35
38,32,37,36,32,31,33,35,36,35,37,29
34,34,27,32,33,35,33,36,36,31,33,33
30,28,34,30,35,36,30,34,36,32,34,29
36,33,32,36,37,31,33,29,33,25,33,31
32,31,28,35,34,34,32,30,30,27,33,28
31,31,34,30,31,33,31,29,31,33,30,29
34,34,29,34,32,32,31,32,27,27,32,28
27,34,28,29,33,31,26,30,31,30,29,14
31,28,34,28,31,30,34,31,28,28,31,27
26,30,32,34,28,29,20,26,27,27,21,26
34,24,27,27,27,31,27,28,28,26,29,26
30,27,24,28,21,24,31,23,30,24,23,24
29,23,31,31,30,28,30,27,27,26,31,31
