21,29,17,29,25,23,21,24,24,23,31,28,31,30,35,30
20,31,35,31,25,1,1,22,30,27,21,21,31,27,27,28
25,24,28,27,20,1,19,25,33,31,31,29,25,30,23,24
28,29,31,29,22,22,31,28,31,30,26,25,18,26,22,23
25,30,31,16,27,29,29,23,32,28,28,22,15,31,23,24
26,23,21,22,28,18,26,26,23,7,28,17,21,24,22,22
24,25,22,21,19,24,23,29,31,24,17,25,24,26,27,22
27,27,26,24,24,28,15,24,25,28,22,21,18,25,24,19
11,24,23,25,21,22,1,25,21,26,23,25,25,26,17,8
24,26,26,22,18,15,25,22,16,1,20,24,26,20,2,20
25,19,16,20,15,15,1,4,19,28,30,20,25,12,23,27
14,1,1,14,20,27,9,20,23,27,24,23,19,1,21,27
26,1,17,18,11,12,7,25,14,1,4,10,13,19,1,4
17,10,18,15,21,14,15,17,7,23,21,24,14,19,22,22
17,25,9,19,16,1,8,17,16,11,1,23,15,22,21,2
20,15,18,26,17,1,27,17,12,15,1,13,20,1,15,18
