29,31,35,29,32,30,30,30,34,34,31,34,30,31
33,29,25,24,27,20,25,33,32,30,28,31,25,25
27,34,28,30,32,29,28,34,32,27,21,21,30,31
34,30,35,24,31,30,30,24,25,27,22,27,18,24
33,28,14,25,28,19,14,31,20,30,22,24,27,27
25,18,12,19,26,19,26,31,24,24,30,30,25,21
29,25,26,31,18,28,24,25,20,27,28,27,32,26
29,26,30,17,26,3,29,31,26,24,27,25,20,25
28,25,29,24,30,21,12,26,20,15,22,25,27,13
28,24,30,22,23,20,1,5,25,23,29,30,18,24
23,30,14,17,9,14,23,24,27,31,14,24,29,17
23,11,31,17,28,33,16,28,18,23,30,11,31,1
23,20,6,23,13,30,23,12,27,1,24,17,30,1
9,23,6,27,23,20,15,1,10,1,21,1,18,28
