34,33,36,34,17,27,29,35,35,36,37,36,33,26
39,38,33,29,24,6,1,1,27,30,28,25,8,1
39,28,29,31,32,32,31,29,28,26,24,27,15,12
35,38,39,38,40,36,40,32,27,33,35,30,13,33
35,37,36,37,30,34,29,26,35,36,35,38,34,34
38,31,29,23,37,31,33,35,33,36,38,34,36,25
28,37,35,35,40,37,37,38,37,35,25,30,24,35
36,35,38,38,30,36,33,33,31,26,25,36,27,34
34,33,31,30,30,30,26,28,32,33,31,28,30,27
29,8,13,29,31,34,32,30,29,25,24,20,23,19
31,34,31,26,34,27,26,30,33,26,34,30,33,29
34,29,36,20,34,31,32,32,35,28,20,34,28,26
23,30,30,31,27,32,29,32,26,15,25,23,11,14
30,29,33,32,34,24,25,18,20,14,22,25,23,29
