16,31,33,31,23,26,29,27,28,30,21,31,28,27,29,19
11,22,30,29,28,17,23,1,19,34,24,33,25,27,30,31
14,23,32,25,31,27,25,25,24,26,31,31,25,27,25,28
26,23,29,32,26,18,29,30,30,25,32,30,19,26,29,30
29,26,23,25,28,29,27,32,24,31,25,26,28,26,26,16
24,12,18,25,18,23,26,24,17,25,26,21,26,25,15,21
24,25,25,26,28,12,34,18,23,24,25,27,27,20,26,25
28,23,21,28,23,13,19,20,27,23,23,21,21,23,21,24
14,24,20,21,18,18,20,26,25,16,22,23,28,20,18,21
14,21,23,23,27,25,24,13,20,9,21,19,23,19,25,25
26,19,1,1,1,22,26,14,18,17,18,23,27,22,16,19
22,3,19,1,11,29,17,25,13,21,9,24,4,15,20,18
17,15,18,11,4,26,14,14,12,14,1,22,22,24,20,20
15,21,5,23,24,14,19,16,27,17,20,7,6,11,21,9
1,24,21,9,13,20,28,15,14,21,20,18,7,16,22,4
16,17,17,13,24,20,17,19,1,14,11,20,23,13,22,18
