18,26,28,24,27,32,21,29,20,1,11,13,16,17,29,26
15,23,23,24,28,25,30,26,22,23,23,19,6,13,12,15
30,8,22,25,10,25,30,28,19,29,29,26,29,13,24,24
20,24,20,11,12,10,10,3,17,23,26,11,20,28,28,31
30,30,22,26,17,17,1,0,1,14,23,28,27,1,25,29
19,17,3,8,25,26,21,13,15,8,12,24,21,22,20,17
8,19,16,18,23,17,27,15,11,23,27,18,10,27,20,19
16,14,22,23,19,23,22,24,18,17,23,4,30,26,25,16
20,20,23,16,21,24,23,22,18,24,17,12,22,13,8,21
3,10,26,25,24,25,27,29,26,28,23,11,13,26,24,23
23,25,26,25,26,23,18,16,23,18,13,16,14,23,21,18
15,5,21,20,15,21,19,25,26,28,19,29,16,7,19,24
