38,36,36,40,36,37,41,42,40,44,41,39
32,31,38,36,35,37,36,35,38,38,42,41
33,33,36,35,34,38,39,37,37,35,39,37
34,31,34,31,31,35,31,38,36,43,36,35
35,37,26,36,34,28,32,37,39,38,38,35
34,35,34,33,36,33,35,33,34,34,37,38
29,35,37,31,28,34,31,33,35,30,32,38
31,35,32,32,33,33,31,28,26,37,33,28
33,33,28,31,27,36,29,30,34,34,37,31
28,34,30,31,35,33,29,31,33,33,34,32
29,35,30,26,34,30,29,31,30,32,31,24
24,29,33,31,34,29,28,32,26,30,34,31
26,32,28,31,26,29,29,33,27,28,31,31
27,16,25,30,29,27,29,29,25,29,30,33
27,26,30,29,25,25,30,27,33,30,28,28
29,24,30,29,28,29,31,24,27,20,27,25
