0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,5,27,43,46,38,25,0,0,0,0
0,0,0,0,1,1,27,36,36,41,40,18,7,1,0,0
1,1,1,3,23,37,38,39,37,37,36,28,26,20,11,0
23,27,30,34,25,26,28,31,31,23,29,33,10,18,1,11
16,16,21,20,22,16,20,15,21,13,18,18,22,13,2,23
15,8,11,1,6,9,0,5,13,15,1,0,0,0,12,6
0,4,9,1,0,0,0,1,11,3,9,7,0,0,9,2
1,1,13,12,0,0,0,0,8,15,8,6,0,0,1,1
12,13,1,1,0,0,0,0,0,0,0,0,0,0,15,9
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
