36,36,35,38,35,32,37,32,33,34,38,34
32,32,35,36,32,34,38,31,33,38,37,35
33,36,30,38,35,36,35,33,31,32,36,36
34,33,33,33,31,35,36,33,35,33,31,27
32,30,30,34,32,36,34,31,36,34,31,34
35,31,30,33,25,33,30,32,32,37,35,34
33,28,29,32,26,30,30,32,33,34,35,28
31,23,29,30,34,30,29,31,33,30,30,34
32,28,29,32,26,28,31,32,33,31,34,29
26,31,14,30,30,32,29,26,32,33,29,29
30,28,27,32,28,28,31,33,30,31,28,34
28,18,26,22,26,28,26,21,29,28,34,31
28,25,25,29,26,28,28,26,31,27,28,26
28,30,24,23,24,30,24,31,23,22,28,24
24,26,31,31,25,28,28,29,28,30,31,30
25,24,25,26,29,25,23,23,26,25,24,27
