38,33,27,33,27,35,32,36,35,38,36,38,40,37
33,29,38,36,24,35,18,13,33,34,33,35,33,36
32,35,35,25,32,27,33,35,33,26,30,33,29,31
31,32,34,22,27,23,27,25,28,32,29,31,30,28
25,32,34,26,29,27,31,23,33,29,29,32,35,32
21,28,27,24,33,32,28,28,36,31,31,30,33,23
24,29,30,22,20,26,27,21,24,33,30,31,26,32
27,22,30,28,20,26,22,8,22,18,27,27,33,30
26,24,26,21,29,24,24,29,27,27,25,22,26,30
26,25,29,30,17,20,18,28,24,27,30,29,29,26
23,12,25,25,20,28,24,29,25,25,32,29,26,23
30,22,12,1,13,24,22,31,26,25,27,28,24,27
13,35,17,25,19,1,8,19,25,29,23,27,27,26
32,7,28,22,27,32,21,26,26,17,18,14,10,23
