1,23,38,37,31,31,23,1,15,11,16,14,13,0,0,12
24,6,29,31,17,19,33,1,1,7,2,1,1,1,18,23
29,25,22,26,28,23,28,23,20,29,26,25,25,17,27,32
1,22,22,21,21,21,11,3,7,11,1,23,15,17,10,1
20,16,25,21,1,11,19,19,25,16,16,30,26,2,1,1
18,24,27,20,4,27,19,25,23,18,12,3,23,22,21,27
23,24,17,27,9,23,18,3,19,14,16,9,17,19,21,13
23,14,12,3,0,15,2,1,6,1,7,1,16,1,21,4
17,6,18,6,11,23,20,16,18,17,6,1,23,8,15,14
0,14,18,11,17,21,13,1,1,1,1,6,18,19,1,1
0,7,1,0,15,11,10,15,1,1,1,1,1,1,1,0
1,13,6,0,1,1,1,1,1,17,1,1,18,13,13,0
