33,29,33,30,36,30,26,34,37,38,30,37
35,30,28,33,32,31,31,32,31,30,30,28
32,31,28,34,30,29,30,29,31,33,30,25
30,32,32,32,28,25,34,21,31,31,31,21
30,28,29,26,27,32,33,26,29,32,31,29
15,24,29,26,27,30,30,30,31,27,29,20
28,31,31,26,25,30,24,29,30,30,30,27
23,24,26,28,29,31,27,27,12,21,25,29
24,20,25,21,25,28,24,27,22,28,28,25
27,20,30,26,21,26,27,27,30,28,21,24
23,23,26,25,25,29,31,26,30,23,27,29
22,21,23,22,29,28,26,25,31,25,29,23
21,26,22,21,26,25,26,22,24,13,21,32
23,18,23,18,24,28,25,18,21,28,24,22
25,9,24,15,23,18,23,24,20,25,17,24
11,15,16,19,19,20,22,7,21,18,18,12
