26,33,36,37,36,35,35,29,27,17,34,36,33,34
1,8,25,28,30,27,1,1,6,24,29,33,38,39
12,15,27,24,26,28,29,31,32,32,31,29,28,39
33,13,30,35,33,27,32,40,36,40,38,39,38,35
34,34,38,35,36,35,26,29,34,30,37,36,37,35
25,36,34,38,36,33,35,33,31,37,23,29,31,38
35,24,30,25,35,37,38,37,37,40,35,35,37,28
34,27,36,25,26,31,33,33,36,30,38,38,35,36
27,30,28,31,33,32,28,26,30,30,30,31,33,34
19,23,20,24,25,29,30,32,34,31,29,13,8,29
29,33,30,34,26,33,30,26,27,34,26,31,34,31
26,28,34,20,28,35,32,32,31,34,20,36,29,34
14,11,23,25,15,26,32,29,32,27,31,30,30,23
29,23,25,22,14,20,18,25,24,34,32,33,29,30
