0,0,8,1,0,0,0,0,0,0,0,0
0,0,24,12,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0
1,6,3,1,0,0,0,0,0,0,0,0
43,46,42,29,20,2,1,1,0,0,0,0
46,50,46,48,44,36,37,31,31,14,13,14
45,48,45,48,46,48,46,42,41,37,32,21
39,40,42,42,43,41,45,39,40,41,38,38
35,42,34,39,43,37,39,39,40,40,33,39
33,34,33,32,37,39,34,37,37,38,30,30
26,32,31,30,25,27,26,29,27,37,33,30
26,30,30,29,30,23,27,29,19,26,25,26
16,12,25,26,21,29,30,12,29,27,30,22
12,8,20,16,23,20,23,28,24,28,19,19
20,1,16,28,21,15,24,20,22,22,17,18
21,18,19,23,14,23,27,10,19,22,20,22
