46,45,43,27,7,1,1,1,1,0,0,0,0,0,0,0
56,52,56,47,56,56,56,56,54,50,51,51,48,40,29,1
46,38,39,40,56,56,56,56,56,56,56,56,56,56,55,53
29,40,47,46,49,51,51,48,51,51,53,51,53,51,54,50
38,41,41,40,38,38,43,43,39,41,40,41,40,45,43,42
35,27,32,38,34,33,37,34,34,35,37,38,37,38,34,32
25,31,29,25,28,25,26,26,28,33,30,29,28,32,32,26
25,24,19,8,24,19,17,27,13,15,16,26,17,31,25,22
20,10,21,8,17,5,18,25,19,24,18,21,18,19,20,23
16,1,19,1,11,15,21,17,14,18,9,10,21,14,20,15
0,1,1,1,1,1,10,15,0,1,1,1,19,11,15,4
11,9,0,0,0,0,0,0,0,0,0,1,10,6,19,6
