1,17,22,20,15,13,6,22,13,26,19,13,21,8,20,11
20,8,19,1,15,15,20,19,3,20,2,11,6,1,14,22
15,14,24,24,12,18,9,18,13,18,2,17,1,10,14,15
1,14,21,15,19,7,16,12,4,13,11,14,13,11,8,4
18,14,1,1,20,15,4,15,15,6,11,6,13,18,12,8
17,9,1,20,17,3,11,22,15,1,18,13,14,3,7,4
14,21,13,1,5,17,1,10,1,1,1,1,1,10,4,17
16,19,15,1,9,3,1,16,1,0,7,14,1,15,1,3
9,4,15,13,12,7,1,10,11,7,1,5,0,0,0,0
14,1,6,12,15,11,1,14,7,4,0,0,0,0,0,0
21,17,16,10,1,1,0,4,14,16,0,0,0,0,0,0
0,1,1,18,11,15,0,9,12,1,0,0,0,0,0,0
0,1,10,3,1,1,1,9,1,0,0,0,0,0,0,0
1,16,15,1,0,1,18,16,2,0,0,0,0,0,6,9
