29,29,27,25,29,31,24,21,24,28,9,23,24,26,28,31
35,32,29,29,29,25,16,28,27,29,29,31,28,24,30,24
27,27,24,25,35,31,35,30,21,27,23,30,25,19,10,21
29,34,34,27,23,21,29,30,28,30,22,29,30,26,31,27
33,30,26,25,24,21,32,24,25,32,26,34,25,17,23,24
33,29,24,25,30,29,29,29,29,33,31,26,23,16,19,22
34,30,30,20,28,30,27,21,16,27,31,19,26,33,32,22
30,16,25,29,27,24,29,30,28,29,26,31,27,30,28,24
27,23,21,20,26,17,16,19,26,19,26,28,24,26,26,28
22,28,20,30,27,26,25,24,26,23,27,21,19,25,32,17
26,26,25,23,20,26,19,18,28,26,25,26,24,16,27,11
29,28,29,23,21,15,18,23,24,24,20,23,25,25,22,4
23,24,19,27,22,28,24,13,26,19,18,19,13,27,20,21
27,29,26,21,12,18,16,18,28,16,26,6,23,8,27,23
14,16,25,25,28,20,20,20,21,22,13,21,15,18,25,25
26,15,21,19,23,23,20,24,18,23,10,11,15,15,9,30
