40,41,39,37,37,42,44,45,44,42,42,36
41,43,41,45,44,44,44,42,43,41,43,45
39,47,41,40,42,41,37,41,41,41,45,42
39,42,41,44,40,41,41,41,42,47,43,42
40,40,43,44,40,40,43,45,42,43,41,42
35,38,44,43,43,41,44,42,45,42,42,43
37,40,40,37,44,42,42,45,42,42,39,39
31,41,38,37,38,43,42,43,44,44,43,43
34,35,39,33,37,40,38,41,41,41,38,37
32,39,36,35,35,37,31,36,37,41,41,24
33,33,36,35,37,37,39,38,37,38,39,22
34,35,29,30,34,32,38,37,40,38,31,35
36,29,34,33,27,29,36,36,37,37,40,38
34,36,34,36,32,35,30,34,32,35,38,35
34,35,33,28,34,31,35,34,32,35,36,36
33,29,31,35,30,32,24,30,35,33,28,33
