36,22,33,48,47,43,48,50,49,48,46,45,45,48,46,44
26,22,1,33,38,39,40,43,39,36,39,37,2,31,37,40
32,31,24,25,28,34,35,37,30,33,32,34,15,1,21,24
27,29,29,23,34,28,28,31,27,26,31,27,10,1,9,14
26,29,19,16,21,24,19,24,26,20,25,21,12,23,24,29
24,23,24,19,24,17,18,19,19,23,24,16,17,9,21,20
18,3,6,16,19,1,20,10,16,1,14,2,13,1,17,15
15,1,17,18,4,17,7,18,20,15,15,18,17,10,1,1
13,1,15,14,1,7,1,13,11,15,11,1,1,0,0,0
0,1,14,1,0,10,15,10,8,1,1,1,0,0,5,1
0,8,7,0,7,15,1,0,0,1,17,1,0,0,17,2
0,8,8,0,1,5,0,0,0,1,2,1,0,0,9,14
