28,1,0,0,0,0,0,1,39,49,51,50,48,48,50,47
24,8,0,0,0,0,0,9,24,44,42,46,45,43,47,43
1,0,0,0,0,0,0,8,18,32,26,1,37,46,47,43
0,0,0,0,13,14,1,0,1,15,16,1,33,36,37,34
0,0,0,0,8,16,4,0,1,1,30,34,31,40,35,32
2,13,1,5,1,1,4,14,21,22,24,29,25,23,21,29
26,22,24,19,23,23,18,20,15,23,24,29,29,26,3,28
19,18,20,17,22,18,1,4,4,25,26,28,27,24,23,18
13,12,1,18,22,23,1,0,1,18,19,1,23,22,26,24
17,19,17,20,25,16,23,20,1,1,1,1,23,20,22,25
26,26,19,12,5,3,8,15,1,0,0,1,12,16,10,17
22,18,25,23,14,18,3,21,1,0,0,19,22,12,22,23
