38,36,38,34,38,38,32,37,31,35,36,37,37,38,30,34
29,26,24,28,29,31,17,24,20,25,25,32,7,25,26,29
33,27,10,24,26,21,27,28,19,24,1,1,24,24,4,1
18,26,30,28,29,27,35,27,12,16,25,13,28,25,27,19
2,24,27,27,31,28,4,6,11,1,8,6,13,24,17,17
1,15,9,22,21,23,27,22,17,3,24,23,21,22,21,21
1,15,13,24,15,22,28,20,23,21,23,29,22,19,10,14
0,12,18,15,1,3,20,23,4,21,14,10,21,21,24,27
5,13,2,4,0,1,11,6,1,1,15,8,16,1,20,1
9,11,0,0,4,22,8,1,0,0,1,14,7,19,9,7
13,8,0,1,17,13,7,16,0,1,1,10,9,13,1,20
0,1,6,1,12,1,1,1,0,13,12,0,0,20,9,0
