1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,25,35,33,32,35,33,35,42,39,38,36,39,30
40,41,38,40,39,41,39,37,36,37,42,44,41,41
36,35,38,34,32,37,41,38,40,37,35,35,37,40
32,17,21,22,30,36,39,38,40,38,42,33,20,19
29,34,25,5,18,1,26,31,34,37,36,38,32,36
25,29,40,35,28,11,1,1,15,29,26,33,9,1
13,32,11,25,29,14,2,9,19,29,22,28,25,33
1,21,27,31,26,30,26,30,23,33,35,27,31,36
32,26,21,25,31,33,34,33,35,38,37,32,32,26
35,36,38,28,32,24,28,29,36,35,38,36,33,33
28,34,34,39,30,30,30,32,26,29,30,37,37,38
28,32,25,30,32,38,33,33,34,32,17,30,32,33
33,27,35,31,34,34,29,30,29,31,28,34,30,30
