37,40,38,36,38,35,36,32,35,27,33,27,33,38
36,33,35,33,34,33,13,18,35,24,36,38,29,33
31,29,33,30,26,33,35,33,27,32,25,35,35,32
28,30,31,29,32,28,25,27,23,27,22,34,32,31
32,35,32,29,29,33,23,31,27,29,26,34,32,25
23,33,30,31,31,36,28,28,32,33,24,27,28,21
32,26,31,30,33,24,21,27,26,20,22,30,29,24
30,33,27,27,18,22,8,22,26,20,28,30,22,27
30,26,22,25,27,27,29,24,24,29,21,26,24,26
26,29,29,30,27,24,28,18,20,17,30,29,25,26
23,26,29,32,25,25,29,24,28,20,25,25,12,23
27,24,28,27,25,26,31,22,24,13,1,12,22,30
26,27,27,23,29,25,19,8,1,19,25,17,35,13
23,10,14,18,17,26,26,21,32,27,22,28,7,32
