16,36,30,39,39,35,34,40,29,5,1,0,1,1,0,0
34,34,40,42,45,40,43,42,40,27,27,0,0,0,0,0
34,32,29,36,37,39,33,36,37,20,6,1,1,1,1,0
36,25,23,27,27,29,26,26,32,33,30,33,34,27,28,15
26,23,26,26,29,30,32,26,28,27,31,29,27,4,29,30
18,19,19,21,25,27,1,21,28,27,29,27,27,28,28,11
7,22,27,19,7,21,16,23,11,19,22,25,27,9,29,24
11,16,9,1,0,1,1,1,14,1,26,15,21,15,25,16
13,14,15,15,1,3,1,1,21,21,21,27,25,19,11,10
1,17,22,15,21,22,18,2,13,13,19,5,6,21,19,21
0,1,1,1,19,14,1,8,14,1,19,1,12,16,1,7
1,0,0,5,14,15,1,1,4,1,1,16,1,1,0,1
