47,50,48,48,50,51,49,39,1,0,0,0,0,0,1,28
43,47,43,45,46,42,44,24,9,0,0,0,0,0,8,24
43,47,46,37,1,26,32,18,8,0,0,0,0,0,0,1
34,37,36,33,1,16,15,1,0,1,14,13,0,0,0,0
32,35,40,31,34,30,1,1,0,4,16,8,0,0,0,0
29,21,23,25,29,24,22,21,14,4,1,1,5,1,13,2
28,3,26,29,29,24,23,15,20,18,23,23,19,24,22,26
18,23,24,27,28,26,25,4,4,1,18,22,17,20,18,19
24,26,22,23,1,19,18,1,0,1,23,22,18,1,12,13
25,22,20,23,1,1,1,1,20,23,16,25,20,17,19,17
17,10,16,12,1,0,0,1,15,8,3,5,12,19,26,26
23,22,12,22,19,0,0,1,21,3,18,14,23,25,18,22
