34,38,34,33,32,37,32,35,38,35,36,36
35,37,38,33,31,38,34,32,36,35,32,32
36,36,32,31,33,35,36,35,38,30,36,33
27,31,33,35,33,36,35,31,33,33,33,34
34,31,34,36,31,34,36,32,34,30,30,32
34,35,37,32,32,30,33,25,33,30,31,35
28,35,34,33,32,30,30,26,32,29,28,33
34,30,30,33,31,29,30,34,30,29,23,31
29,34,31,33,32,31,28,26,32,29,28,32
29,29,33,32,26,29,32,30,30,14,31,26
34,28,31,30,33,31,28,28,32,27,28,30
31,34,28,29,21,26,28,26,22,26,18,28
26,28,27,31,26,28,28,26,29,25,25,28
24,28,22,23,31,24,30,24,23,24,30,28
30,31,30,28,29,28,28,25,31,31,26,24
27,24,25,26,23,23,25,29,26,25,24,25
