20,18,23,33,39,43,40,41,44,45,44,44
36,38,36,36,39,38,41,37,40,37,41,41
31,31,39,34,30,37,38,39,37,39,41,36
26,29,36,30,28,37,34,31,29,31,27,32
26,27,27,27,33,31,25,29,20,27,26,27
27,31,20,19,25,28,25,21,28,29,23,23
24,24,23,20,25,28,28,24,25,25,25,21
20,2,24,15,14,16,25,25,23,20,21,26
17,7,13,20,18,23,25,8,25,19,18,26
24,24,16,9,20,12,1,24,27,24,11,21
21,20,20,12,20,18,1,15,19,14,17,19
16,16,20,23,6,17,20,22,1,9,14,1
3,16,17,21,12,1,14,1,1,22,16,16
1,21,16,5,14,1,17,6,1,3,18,14
20,9,17,5,0,0,9,8,1,4,4,0
3,0,0,1,19,1,0,0,4,17,0,0
