39,40,45,40,44,43,44,39,42,43,41,43
37,40,46,41,41,41,42,38,42,40,44,44
39,40,38,42,45,39,41,42,44,43,45,43
37,35,41,43,41,41,37,44,42,42,41,43
30,40,38,43,41,44,44,44,43,44,43,41
35,31,40,41,36,40,44,42,46,43,44,41
39,35,37,38,38,37,41,41,41,44,42,40
32,29,36,37,33,38,37,34,40,37,42,39
33,32,37,35,35,35,39,34,37,35,38,39
31,33,34,35,31,36,33,39,35,41,39,36
35,37,31,33,32,29,32,37,39,37,38,36
34,34,33,35,36,30,34,35,34,36,37,40
29,33,36,32,31,33,32,31,34,30,32,38
31,34,33,33,32,33,32,30,29,35,35,30
33,33,28,32,27,34,31,26,34,34,35,31
27,36,27,32,35,32,32,29,33,35,35,31
