44,44,45,44,41,40,43,39,33,23,18,20
41,41,37,40,37,41,38,39,36,36,38,36
36,41,39,37,39,38,37,30,34,39,31,31
32,27,31,29,31,34,37,28,30,36,29,26
27,26,27,20,29,25,31,33,27,27,27,26
23,23,29,28,21,25,28,25,19,20,31,27
21,25,25,25,24,28,28,25,20,23,24,24
26,21,20,23,25,25,16,14,15,24,2,20
26,18,19,25,8,25,23,18,20,13,7,17
21,11,24,27,24,1,12,20,9,16,24,24
19,17,14,19,15,1,18,20,12,20,20,21
1,14,9,1,22,20,17,6,23,20,16,16
16,16,22,1,1,14,1,12,21,17,16,3
14,18,3,1,6,17,1,14,5,16,21,1
0,4,4,1,8,9,0,0,5,17,9,20
0,0,17,4,0,0,1,19,1,0,0,3
