12,34,32,28,26,39,36,47,41,44,44,48,42,43,46,30
8,21,26,35,34,34,28,38,36,34,32,37,29,20,27,28
29,3,23,29,30,1,11,1,14,22,1,14,3,18,9,1
0,1,10,12,1,1,15,1,2,18,0,11,4,1,18,10
29,32,24,23,20,17,35,21,1,1,1,1,1,1,1,1
38,38,36,22,29,35,29,33,31,32,39,31,40,29,29,34
27,23,33,36,39,37,37,31,23,16,34,30,38,30,34,35
1,1,17,27,19,1,19,15,6,27,28,10,30,1,16,32
26,28,24,6,33,13,32,27,26,35,33,1,11,21,21,29
34,31,34,29,33,32,30,26,22,23,30,14,28,33,25,7
27,28,31,36,19,34,37,32,26,32,30,28,36,33,28,22
30,13,25,29,19,27,32,20,27,22,11,24,25,29,28,23
