32,35,35,34,28,29,35,35,34,32,30,28
30,29,30,30,31,34,29,32,31,32,29,31
35,34,23,35,34,28,33,32,33,31,32,27
29,32,33,27,34,27,30,33,31,25,32,29
31,30,29,31,29,33,27,33,30,34,29,29
28,28,31,27,30,33,33,28,27,22,28,27
31,30,29,33,25,28,27,28,31,27,28,27
32,29,29,30,28,25,27,19,24,31,21,30
31,26,28,29,22,31,32,28,27,32,26,27
19,27,31,30,28,27,25,25,27,21,24,24
26,25,27,27,25,21,23,19,26,24,24,24
30,29,21,24,28,27,27,24,24,25,21,11
26,30,27,28,26,27,21,24,24,16,14,17
28,24,30,27,25,23,23,23,21,22,24,25
26,22,23,27,25,21,22,25,22,23,24,22
22,23,24,28,21,21,22,18,24,22,22,22
