42,45,38,40,44,42,36,43,38,36,8,0
35,42,37,35,31,36,37,40,38,32,28,1
30,35,32,34,35,35,28,32,30,36,29,1
32,36,28,29,27,30,34,31,22,27,25,1
32,36,28,29,22,32,22,15,28,24,21,1
26,11,20,29,25,27,18,22,25,24,30,12
22,13,3,20,19,20,29,20,24,4,21,17
14,4,17,17,30,23,21,21,17,20,1,24
20,8,21,8,15,23,1,20,1,13,1,19
13,21,19,17,17,13,6,23,1,16,1,0
1,16,12,20,0,17,9,11,1,0,1,4
1,1,1,8,0,1,1,0,0,1,10,13
23,19,14,17,0,18,3,0,0,12,13,0
4,1,1,1,14,1,1,1,0,1,1,0
0,0,0,1,10,1,10,14,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0
