0,0,0,0,0,0,0,0,1,1,1,8,31,38,34,39
0,0,0,1,1,1,15,25,28,32,29,32,35,31,21,31
0,1,18,24,9,20,35,22,28,31,29,32,26,27,34,27
0,3,23,15,24,19,26,27,26,29,28,25,30,23,17,21
1,13,22,20,14,20,30,20,25,26,23,26,14,25,14,26
16,1,8,17,15,16,23,17,24,11,23,3,7,3,1,1
19,1,1,21,21,16,12,10,27,25,27,20,21,10,0,1
14,14,13,15,12,21,20,17,16,8,19,19,14,11,15,16
13,17,15,14,17,14,7,12,19,0,15,12,5,11,5,7
0,1,17,15,5,1,0,1,1,11,10,1,4,9,0,8
14,10,1,17,15,0,1,1,0,12,11,1,0,10,6,14
1,1,0,1,6,0,17,3,0,1,17,1,0,9,5,1
