36,33,30,36,37,37,35,38,38,29,36,33,32,32
25,28,35,35,25,33,33,32,30,31,29,25,29,32
38,35,37,30,31,28,14,10,28,33,33,32,31,29
39,38,22,24,28,29,35,32,23,34,28,25,30,33
23,27,27,30,33,35,29,36,20,34,30,33,34,31
33,30,29,31,28,21,30,30,30,29,31,29,31,29
31,34,31,27,30,32,27,32,33,32,29,22,23,17
24,29,30,23,33,31,31,25,25,21,28,29,29,25
30,29,18,21,31,22,22,28,25,32,29,27,29,28
26,23,23,16,29,3,28,25,25,21,25,31,26,24
16,27,31,27,32,18,23,29,27,27,27,23,29,26
23,23,29,21,23,28,10,23,29,19,28,25,20,27
24,27,23,29,31,18,20,30,16,10,19,8,24,10
21,22,24,23,20,23,22,18,27,13,27,29,25,18
