38,36,31,18,10,34,38,31,37,35,39,32,32,38
1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,21,33,26,28,34,29,35,40,36,36,35,38,30
38,40,38,42,37,42,39,36,36,38,41,44,41,41
37,35,40,37,33,35,41,39,40,38,37,37,39,39
31,18,23,23,31,36,39,36,41,39,41,30,11,20
28,32,22,1,18,1,30,34,34,38,38,39,34,35
25,33,39,37,25,7,1,1,8,27,28,34,18,15
17,31,23,25,32,19,1,1,20,29,20,26,24,32
1,17,26,29,28,29,24,31,19,31,36,27,29,35
29,29,19,22,29,33,33,33,33,39,35,33,32,20
34,35,37,31,31,24,28,28,35,33,39,35,31,35
29,33,35,36,35,31,31,30,29,33,31,38,37,38
26,32,28,29,32,36,33,35,31,33,9,29,33,33
