18,25,22,9,23,21,26,11,15,18,7,22,15,15,18,19
2,19,22,8,24,1,5,12,13,11,1,5,22,2,22,18
13,14,1,20,12,9,13,16,11,30,5,13,25,22,16,20
0,11,16,19,16,24,18,0,7,22,2,19,12,1,7,20
15,6,21,9,21,20,21,12,15,16,12,20,18,17,16,17
14,13,18,1,11,1,5,1,1,15,21,11,11,24,25,20
10,12,5,1,0,1,14,1,13,15,15,1,8,15,22,24
15,16,21,13,0,1,19,15,16,17,11,15,8,8,15,16
18,11,20,22,7,21,13,5,15,14,17,9,8,6,5,9
1,1,13,8,1,8,6,9,12,3,10,9,9,14,7,17
0,12,16,11,3,4,15,10,0,17,11,18,19,24,2,1
0,0,1,13,10,11,1,1,1,0,0,1,4,1,0,16
0,10,7,12,7,16,13,27,1,0,0,0,0,0,1,14
0,12,16,16,1,1,1,17,9,15,0,11,12,0,6,17
0,0,11,5,0,0,0,0,1,3,0,1,1,0,1,3
0,0,0,0,0,0,0,0,0,14,15,0,1,19,6,18
