35,36,34,38,36,38,36,37,39,39,37,41
36,37,35,33,37,32,33,34,38,35,36,39
35,36,33,34,39,31,34,37,37,36,33,36
29,37,35,36,35,33,31,32,36,37,32,38
33,33,31,36,36,33,35,33,32,27,34,34
29,34,32,36,34,30,36,35,30,34,28,30
31,33,25,33,29,33,31,37,36,32,33,36
28,33,27,30,30,32,34,34,35,28,31,32
29,30,33,31,29,31,33,31,30,34,31,31
28,32,27,27,32,31,32,32,34,29,34,34
14,29,30,31,30,26,31,33,29,28,34,27
27,31,28,28,31,34,30,31,28,34,28,31
26,21,27,27,26,20,29,28,34,32,30,26
26,29,26,28,28,27,31,27,27,27,24,34
24,23,24,30,23,31,24,21,28,24,27,30
31,31,26,27,27,30,28,30,31,31,23,29
