0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,20,34,45
0,0,0,0,0,0,0,1,1,1,1,23,40,47,45,49
0,0,0,18,26,19,36,37,45,46,46,47,47,51,48,47
13,21,35,36,41,45,47,47,48,48,44,45,43,44,41,37
46,44,45,45,45,44,45,43,42,38,41,36,39,37,36,38
41,42,41,43,43,41,38,36,40,37,41,28,32,35,36,33
38,37,27,38,32,31,33,33,31,31,27,30,27,32,20,30
36,33,33,35,25,23,33,8,24,33,29,30,25,29,22,1
25,28,22,28,27,26,24,23,30,29,28,27,21,21,8,1
17,28,24,27,1,28,13,22,16,20,20,13,1,21,19,21
