45,41,49,35,37,44,38,39,36,41,38,45,34,44,36,35
43,37,45,35,15,47,40,13,44,44,38,39,42,46,39,45
35,36,36,34,16,30,36,26,39,37,36,40,36,34,38,40
27,19,10,23,25,19,11,27,26,20,4,29,20,25,25,25
1,1,0,1,1,0,0,0,1,1,1,7,1,2,18,13
8,23,20,7,1,13,21,25,23,20,29,26,12,28,25,26
1,24,23,16,19,14,21,26,23,7,23,14,1,25,24,23
1,16,9,1,25,9,11,22,11,1,20,22,1,1,18,17
0,0,14,10,23,13,1,5,17,20,5,1,1,9,17,19
0,0,7,5,5,19,1,0,8,19,1,0,16,19,4,1
19,5,11,14,0,0,0,15,11,15,1,0,0,0,0,0
14,1,1,1,0,1,1,2,1,10,1,0,0,1,9,0
