33,30,40,31,31,33,24,30,37,36,35,36,34,33
1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,38,34,35,39,42,38,41,38,36,36,33,34,28
40,35,39,41,43,42,41,38,40,41,41,41,34,41
31,41,40,41,42,39,42,37,30,32,35,38,41,43
37,38,42,41,35,30,20,13,36,41,36,41,38,33
25,32,37,30,23,26,29,30,37,35,37,31,25,23
39,39,38,41,36,36,39,39,37,34,33,27,15,12
33,36,40,42,36,38,40,40,33,25,31,23,32,27
39,38,35,41,39,39,35,36,33,41,38,38,38,39
40,38,37,38,38,38,34,35,37,36,39,33,35,31
37,29,36,36,36,36,38,36,34,30,26,33,33,33
36,41,42,40,40,27,30,25,37,36,32,39,39,38
38,37,39,32,29,35,35,35,36,37,39,32,35,32
