0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,27,1,1,0,0,0,0,0,0,0
14,3,1,17,34,41,47,44,32,14,0,0,0,0,0,0
30,24,14,33,39,40,42,42,43,37,1,0,0,0,0,0
22,5,28,38,37,37,36,40,39,41,24,1,0,0,0,0
30,33,33,37,32,34,38,31,36,32,35,1,0,0,0,0
24,9,22,26,33,27,27,31,24,27,21,1,0,0,0,0
8,1,12,20,28,24,30,25,29,26,26,15,0,0,0,0
16,27,23,21,20,20,27,21,25,24,25,18,9,0,2,1
28,22,17,28,25,26,22,29,20,21,24,31,21,1,19,11
28,22,22,24,20,20,22,20,23,9,26,16,15,6,16,1
22,12,13,13,15,19,0,8,21,1,6,1,17,16,18,9
1,19,10,15,14,6,0,12,8,0,6,17,8,3,6,14
11,17,14,14,0,5,12,0,1,1,1,11,1,0,0,0
7,1,1,0,1,10,18,1,4,17,0,14,4,0,0,0
