32,32,33,36,29,38,38,35,37,37,36,30,33,36
32,29,25,29,31,30,32,33,33,25,35,35,28,25
29,31,32,33,33,28,10,14,28,31,30,37,35,38
33,30,25,28,34,23,32,35,29,28,24,22,38,39
31,34,33,30,34,20,36,29,35,33,30,27,27,23
29,31,29,31,29,30,30,30,21,28,31,29,30,33
17,23,22,29,32,33,32,27,32,30,27,31,34,31
25,29,29,28,21,25,25,31,31,33,23,30,29,24
28,29,27,29,32,25,28,22,22,31,21,18,29,30
24,26,31,25,21,25,25,28,3,29,16,23,23,26
26,29,23,27,27,27,29,23,18,32,27,31,27,16
27,20,25,28,19,29,23,10,28,23,21,29,23,23
10,24,8,19,10,16,30,20,18,31,29,23,27,24
18,25,29,27,13,27,18,22,23,20,23,24,22,21
