32,31,30,26,31,30,28,30,30,27,28,27
24,26,33,29,30,22,28,27,29,26,30,28
30,32,27,28,31,30,27,30,29,27,26,27
22,21,30,25,26,21,23,25,23,25,29,25
26,28,28,26,29,25,25,27,24,25,29,29
29,30,26,27,25,24,30,28,23,28,26,27
27,30,27,26,31,28,30,22,28,22,27,29
27,21,25,24,30,25,25,24,24,26,21,27
20,27,24,23,24,23,22,20,27,23,7,28
24,22,20,15,24,21,19,22,21,20,21,18
20,14,20,16,23,25,24,21,19,25,22,1
23,23,24,22,24,21,7,4,18,24,21,16
24,21,24,19,12,19,6,11,15,21,14,18
24,21,22,20,25,20,24,16,24,27,27,27
28,16,19,13,14,16,19,18,18,8,15,23
11,8,1,0,3,3,0,12,15,1,1,1
